trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
979,False,"{'a': 0.00668675604146673, 'e': 0.0037148644674815166}",20,13,-8.44103164973548,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
980,False,"{'a': 0.006653322261259397, 'e': 0.003696290145144109}",20,16,9.059586169929911,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.0066200556499531, 'e': 0.0036778086944183885}",25,3,31.027896206614063,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.006586955371703334, 'e': 0.0036594196509462966}",30,20,18.902521539284418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.006554020594844817, 'e': 0.003641122552691565}",25,15,21.608273041660613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.006521250491870593, 'e': 0.003622916939928107}",20,0,34.10922482183797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
985,False,"{'a': 0.00648864423941124, 'e': 0.0036048023552284667}",30,4,19.566725933497942,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
986,False,"{'a': 0.0064562010182141845, 'e': 0.0035867783434523244}",20,11,13.41340426058544,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.006423920013123113, 'e': 0.003568844451735063}",30,2,46.23392323108187,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.0063918004130574975, 'e': 0.0035510002294763874}",25,11,11.627466168690725,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.00635984141099221, 'e': 0.0035332452283290054}",25,3,30.50712925238675,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.006328042203937249, 'e': 0.0035155790021873605}",20,6,27.295215665617622,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.0062964019929175625, 'e': 0.0034980011071764237}",20,1,-10.547459150575786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
992,False,"{'a': 0.006264919982952975, 'e': 0.0034805111016405414}",25,7,32.50865643826414,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.00623359538303821, 'e': 0.003463108546132339}",25,0,37.40516307267137,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
994,False,"{'a': 0.006202427406123019, 'e': 0.003445793003401677}",25,15,19.57666530944137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.006171415269092403, 'e': 0.0034285640383846685}",25,12,27.09048912322126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.006140558192746942, 'e': 0.003411421218192745}",30,16,23.134838882742486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.0061098554017832065, 'e': 0.0033943641121017814}",30,7,30.21045208462491,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.00607930612477429, 'e': 0.0033773922915412724}",20,16,4.109240832917514,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.006048909594150419, 'e': 0.003360505330083566}",30,3,44.68124875810008,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.006018665046179667, 'e': 0.003343702803433148}",30,18,20.893768888182578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.005988571720948769, 'e': 0.0033269842894159828}",20,11,18.550980106292887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.005958628862344025, 'e': 0.0033103493679689025}",20,8,22.77914526659976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.005928835718032305, 'e': 0.003293797621129058}",20,0,27.47855113568646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1004,False,"{'a': 0.005899191539442143, 'e': 0.0032773286330234127}",25,5,25.255239557566405,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.005869695581744933, 'e': 0.003260941989858296}",30,16,24.74555623642839,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.005840347103836208, 'e': 0.0032446372799090043}",35,19,26.912681032802368,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.005811145368317026, 'e': 0.003228414093509459}",25,0,33.05875615473779,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1008,False,"{'a': 0.005782089641475442, 'e': 0.003212272023041912}",20,9,19.96805607530058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.0057531791932680645, 'e': 0.0031962106629267024}",25,16,17.62097166655583,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.005724413297301724, 'e': 0.003180229609612069}",20,0,35.004090207691114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1011,False,"{'a': 0.005695791230815215, 'e': 0.0031643284615640085}",30,3,49.55329777863482,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.005667312274661139, 'e': 0.003148506819256188}",25,13,21.704442975243392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.005638975713287833, 'e': 0.0031327642851599075}",25,5,-8.091959791679994,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1014,False,"{'a': 0.0056107808347213945, 'e': 0.003117100463734108}",20,14,12.084048067312358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.005582726930547788, 'e': 0.0031015149614154374}",25,11,19.855894327134312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.0055548132958950485, 'e': 0.0030860073866083603}",30,14,28.722135832376633,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.005527039229415573, 'e': 0.0030705773496753183}",30,16,20.32328794398722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.005499404033268495, 'e': 0.0030552244629269416}",20,11,16.32479695381952,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.005471907013102152, 'e': 0.003039948340612307}",30,20,20.674428675113802,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.005444547478036642, 'e': 0.0030247485989092454}",25,12,19.610312719510524,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.0054173247406464585, 'e': 0.003009624855914699}",20,8,22.193318048749468,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.005390238116943226, 'e': 0.002994576731635126}",20,10,16.152691155685147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.00536328692635851, 'e': 0.00297960384797695}",20,2,27.671941784072402,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.005336470491726718, 'e': 0.0029647058287370653}",20,13,15.55002892846108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.005309788139268084, 'e': 0.00294988229959338}",20,0,28.784767898344175,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.005283239198571744, 'e': 0.002935132888095413}",20,16,6.591318647810253,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.005256823002578885, 'e': 0.002920457223654936}",25,7,31.151023067143456,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.005230538887565991, 'e': 0.0029058549375366614}",25,14,18.93148483096635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.005204386193128161, 'e': 0.002891325662848978}",20,11,16.380699223219267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.0051783642621625195, 'e': 0.002876869034534733}",25,11,22.683755724991983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.005152472440851707, 'e': 0.0028624846893620594}",30,19,17.164947786488682,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.005126710078647448, 'e': 0.002848172265915249}",20,6,20.507895153738087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.005101076528254211, 'e': 0.0028339314045856727}",20,12,14.056878429425264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.00507557114561294, 'e': 0.0028197617475627444}",25,13,23.83531608889992,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.005050193289884875, 'e': 0.0028056629388249306}",25,13,20.391545725828593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.00502494232343545, 'e': 0.002791634624130806}",20,9,19.740698089058228,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.004999817611818274, 'e': 0.002777676451010152}",25,14,22.90391302366493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.0049748185237591825, 'e': 0.002763788068755101}",25,17,15.303259978091813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.004949944431140386, 'e': 0.0027499691284113255}",20,12,16.00582561740461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.004925194708984684, 'e': 0.002736219282769269}",20,15,11.614255215140666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.004900568735439761, 'e': 0.002722538186355423}",25,13,17.866529123224748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.004876065891762563, 'e': 0.0027089254954236457}",30,15,24.71611139611602,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.004851685562303749, 'e': 0.0026953808679465274}",20,7,25.57111751977859,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.004827427134492231, 'e': 0.002681903963606795}",20,16,5.403676387762397,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.004803289998819769, 'e': 0.0026684944437887605}",25,0,30.287087404079887,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1046,False,"{'a': 0.00477927354882567, 'e': 0.002655151971569817}",30,18,24.809564553439046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.004755377181081542, 'e': 0.002641876211711968}",25,14,18.58020092888292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.004731600295176134, 'e': 0.002628666830653408}",25,3,37.974379293009896,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.004707942293700253, 'e': 0.0026155234965001407}",25,19,11.873589858445031,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.004684402582231752, 'e': 0.00260244587901764}",20,6,24.6063663158785,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.004660980569320594, 'e': 0.002589433649622552}",20,0,32.01795060611824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1052,False,"{'a': 0.0046376756664739905, 'e': 0.0025764864813744392}",20,6,11.086332995837298,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1053,False,"{'a': 0.004614487288141621, 'e': 0.002563604048967567}",20,10,17.1255398614669,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.004591414851700913, 'e': 0.0025507860287227293}",20,2,29.61187089846298,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.004568457777442408, 'e': 0.0025380320985791153}",20,16,8.345766351390697,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.004545615488555196, 'e': 0.0025253419380862198}",20,16,9.063352239811625,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.00452288741111242, 'e': 0.002512715228395789}",25,14,21.390074208913155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.004500272974056858, 'e': 0.00250015165225381}",25,12,23.802904151630763,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.004477771609186574, 'e': 0.0024876508939925407}",20,12,15.636282027453099,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.004455382751140641, 'e': 0.002475212639522578}",25,14,21.920288503447516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.004433105837384937, 'e': 0.002462836576324965}",20,5,27.837094272225073,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.004410940308198013, 'e': 0.00245052239344334}",25,15,16.358345928555828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.004388885606657023, 'e': 0.0024382697814761237}",20,8,11.109897764294574,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1064,False,"{'a': 0.004366941178623737, 'e': 0.002426078432568743}",20,12,17.601436059618003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.004345106472730618, 'e': 0.002413948040405899}",20,0,-9.415852142432506,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1066,False,"{'a': 0.004323380940366966, 'e': 0.0024018783002038697}",20,11,17.291905382199044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.00430176403566513, 'e': 0.0023898689087028502}",25,17,10.98686675143927,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.004280255215486805, 'e': 0.002377919564159336}",20,1,30.95874234078882,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.004258853939409371, 'e': 0.0023660299663385395}",30,16,24.13121471294533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.004237559669712325, 'e': 0.002354199816506847}",20,9,17.151332331294054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.004216371871363762, 'e': 0.0023424288174243124}",35,6,47.40622733484804,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.004195290012006943, 'e': 0.0023307166733371907}",20,5,-18.518982268472737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1073,False,"{'a': 0.004174313561946909, 'e': 0.002319063089970505}",20,10,19.275473467878772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.004153441994137174, 'e': 0.0023074677745206526}",25,0,40.032675677052204,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1075,False,"{'a': 0.004132674784166489, 'e': 0.002295930435648049}",25,10,25.02509720356241,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.0041120114102456565, 'e': 0.002284450783469809}",30,8,32.84531378765386,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.004091451353194428, 'e': 0.00227302852955246}",20,13,13.499377580352188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.004070994096428456, 'e': 0.0022616633869046976}",25,14,20.574212582389073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.004050639125946313, 'e': 0.002250355069970174}",20,10,18.305332306435393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.004030385930316582, 'e': 0.002239103294620323}",20,10,16.330017001439032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.004010234000664999, 'e': 0.0022279077781472215}",20,14,10.927691381572412,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.003990182830661674, 'e': 0.0022167682392564853}",25,0,32.397496233044016,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1083,False,"{'a': 0.003970231916508366, 'e': 0.002205684398060203}",30,22,17.73910530399867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.003950380756925823, 'e': 0.0021946559760699018}",20,0,32.41677718995281,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1085,False,"{'a': 0.003930628853141194, 'e': 0.0021836826961895523}",25,17,14.178329192400872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.003910975708875488, 'e': 0.0021727642827086046}",20,6,25.2295508766309,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.003891420830331111, 'e': 0.0021619004612950616}",20,16,8.123759366679755,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.003871963726179456, 'e': 0.0021510909589885865}",25,12,26.010443516400493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.0038526039075485576, 'e': 0.002140335504193643}",20,8,19.31628734934425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.003833340888010815, 'e': 0.002129633826672675}",30,21,17.968602072496825,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.0038141741835707606, 'e': 0.0021189856575393115}",30,0,43.17898082766826,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1092,False,"{'a': 0.0037951033126529072, 'e': 0.002108390729251615}",25,10,21.00882906694989,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.0037761277960896428, 'e': 0.002097848775605357}",20,16,8.507753919974501,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.003757247157109194, 'e': 0.00208735953172733}",25,8,29.563761181874572,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.0037384609213236483, 'e': 0.0020769227340686936}",20,10,17.207960317393344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.0037197686167170308, 'e': 0.0020665381203983503}",20,14,10.143629176183861,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.0037011697736334453, 'e': 0.0020562054297963584}",30,18,24.439041023737246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.003682663924765278, 'e': 0.0020459244026473766}",25,12,24.99534494013232,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.0036642506051414512, 'e': 0.0020356947806341396}",25,18,16.14294988268563,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.003645929352115744, 'e': 0.002025516306730969}",20,16,8.18792658419926,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.003627699705355165, 'e': 0.002015388725197314}",25,19,10.833029591394086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.0036095612068283898, 'e': 0.0020053117815713277}",30,24,11.630662755708922,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.003591513400794248, 'e': 0.001995285222663471}",20,0,27.3529398935062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,19,21.542947827656487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,15,18.03612381749071,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,20.954621122502058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,7,38.29371876191197,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,14.976194950600808,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,6,25.141329859168287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,17,34.453033657787195,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,7,29.68375617680908,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,14,18.33611748161045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,20,19.612455265268828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
