trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
631,False,"{'a': 0.038263384265005876, 'e': 0.02125743570278104}",20,15,7.839056727213683,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.03807206734368084, 'e': 0.021151148524267135}",30,4,45.752190032394225,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.03788170700696244, 'e': 0.0210453927816458}",30,16,21.45257654479511,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.03769229847192763, 'e': 0.020940165817737572}",25,7,-17.614386147992217,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
635,False,"{'a': 0.03750383697956799, 'e': 0.020835464988648883}",25,13,25.396387750021425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.03731631779467015, 'e': 0.02073128766370564}",25,13,20.8127670701204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.037129736205696796, 'e': 0.02062763122538711}",25,4,40.34411554346118,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.036944087524668316, 'e': 0.020524493069260175}",25,20,11.460447097476212,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.03675936708704497, 'e': 0.020421870603913872}",25,12,21.26595722796131,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.03657557025160975, 'e': 0.020319761250894304}",20,0,17.100649407663326,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
641,False,"{'a': 0.0363926924003517, 'e': 0.020218162444639833}",30,19,20.645226051551276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.036210728938349944, 'e': 0.020117071632416633}",30,0,31.53307300959258,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
643,False,"{'a': 0.03602967529365819, 'e': 0.02001648627425455}",30,12,34.44466213234639,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.0358495269171899, 'e': 0.019916403842883276}",30,21,-27.032920477641213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
645,False,"{'a': 0.03567027928260395, 'e': 0.01981682182366886}",25,13,20.9919604085446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.035491927886190926, 'e': 0.019717737714550515}",20,0,29.860655041506526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
647,False,"{'a': 0.035314468246759975, 'e': 0.019619149025977764}",20,16,7.698434047349646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.03513789590552618, 'e': 0.019521053280847876}",25,15,22.518745771032634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.034962206425998545, 'e': 0.019423448014443637}",30,8,34.00955580244811,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.034787395393868555, 'e': 0.019326330774371417}",20,0,-13.35319317503716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
651,False,"{'a': 0.03461345841689921, 'e': 0.01922969912049956}",20,0,17.770841569621748,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
652,False,"{'a': 0.03444039112481471, 'e': 0.01913355062489706}",25,14,14.808519432595482,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.03426818916919064, 'e': 0.019037882871772577}",25,2,23.70417932919886,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.03409684822334469, 'e': 0.018942693457413715}",20,10,18.270043288626272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.03392636398222796, 'e': 0.018847979990126645}",25,0,-58.98730012917999,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
656,False,"{'a': 0.03375673216231682, 'e': 0.01875374009017601}",20,0,30.02486896168786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
657,False,"{'a': 0.03358794850150524, 'e': 0.01865997138972513}",20,3,27.43107278439407,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.03342000875899771, 'e': 0.018566671532776507}",25,0,32.2016451476195,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
659,False,"{'a': 0.03325290871520272, 'e': 0.01847383817511262}",20,4,26.064574683647386,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.03308664417162671, 'e': 0.01838146898423706}",30,6,37.73011740934996,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.032921210950768574, 'e': 0.018289561639315874}",20,12,14.393020762041438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.032756604896014736, 'e': 0.018198113831119297}",30,8,40.36940498662779,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.03259282187153466, 'e': 0.0181071232619637}",25,5,34.42968889970238,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.03242985776217699, 'e': 0.01801658764565388}",20,13,12.700059729719067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.0322677084733661, 'e': 0.01792650470742561}",25,13,24.240910631284017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.032106369930999266, 'e': 0.01783687218388848}",30,13,23.849964496035152,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.03194583808134427, 'e': 0.017747687822969038}",20,12,13.953210616981732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.03178610889093755, 'e': 0.017658949383854195}",20,12,15.137716434488873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.03162717834648286, 'e': 0.017570654636934923}",20,7,11.555521046220772,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.03146904245475045, 'e': 0.017482801363750248}",25,0,37.61612647192852,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
671,False,"{'a': 0.0313116972424767, 'e': 0.017395387356931497}",30,7,32.64130670905024,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.031155138756264314, 'e': 0.01730841042014684}",25,10,28.617961760016822,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.03099936306248299, 'e': 0.017221868368046105}",25,14,22.370679354806086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.030844366247170574, 'e': 0.017135759026205875}",25,16,14.176021579001466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.030690144415934723, 'e': 0.017050080231074845}",25,17,11.791415362358183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.030536693693855047, 'e': 0.01696482982991947}",30,15,31.02267503041047,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.030384010225385776, 'e': 0.016880005680769875}",20,9,19.074890804818665,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.030232090174258843, 'e': 0.016795605652366024}",25,0,39.352592751085375,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.03008092972338755, 'e': 0.016711627624104195}",20,9,18.638227415664247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.02993052507477061, 'e': 0.016628069485983672}",25,7,35.49068358089529,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.02978087244939676, 'e': 0.016544929138553755}",30,13,27.28321819345334,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.029631968087149775, 'e': 0.016462204492860986}",30,8,39.63626830127683,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.029483808246714024, 'e': 0.01637989347039668}",35,20,-15.338617785821048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
684,False,"{'a': 0.029336389205480453, 'e': 0.016297994003044696}",20,0,32.49503058395836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
685,False,"{'a': 0.029189707259453055, 'e': 0.016216504033029475}",20,8,23.787648176344693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.02904375872315579, 'e': 0.016135421512864328}",20,0,33.49132271297963,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
687,False,"{'a': 0.02889853992954001, 'e': 0.016054744405300005}",25,6,32.70260815296702,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.028754047229892308, 'e': 0.015974470683273505}",30,24,11.122566340283583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.02861027699374285, 'e': 0.015894598329857137}",20,0,31.320144546446514,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.02846722560877413, 'e': 0.01581512533820785}",20,3,30.71012779439383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.028324889480730264, 'e': 0.015736049711516813}",30,17,24.659050876267443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.02818326503332661, 'e': 0.015657369462959227}",25,18,12.641963413268071,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.02804234870815998, 'e': 0.015579082615644432}",20,0,30.37994694104934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
694,False,"{'a': 0.027902136964619177, 'e': 0.01550118720256621}",30,16,24.895415747614805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.02776262627979608, 'e': 0.015423681266553378}",20,2,-16.389386659105863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
696,False,"{'a': 0.0276238131483971, 'e': 0.015346562860220611}",20,5,21.491265896056767,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.027485694082655113, 'e': 0.015269830045919508}",30,14,24.10799397343836,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.027348265612241837, 'e': 0.01519348089568991}",20,2,30.34682710742115,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.02721152428418063, 'e': 0.015117513491211461}",25,7,33.26838669660512,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.027075466662759725, 'e': 0.015041925923755403}",25,8,26.62644077691499,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.02694008932944593, 'e': 0.014966716294136626}",20,13,13.193735005445243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.026805388882798698, 'e': 0.014891882712665944}",25,14,20.840813626862857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.026671361938384704, 'e': 0.014817423299102614}",30,14,-9.870258263894783,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
704,False,"{'a': 0.026538005128692782, 'e': 0.0147433361826071}",20,10,0.752823659930181,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
705,False,"{'a': 0.026405315103049318, 'e': 0.014669619501694065}",20,8,22.205542731740294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.02627328852753407, 'e': 0.014596271404185594}",25,10,-13.326804631313035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
707,False,"{'a': 0.0261419220848964, 'e': 0.014523290047164666}",20,13,12.863128110743984,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.02601121247447192, 'e': 0.014450673596928844}",20,13,12.001071355513034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.025881156412099558, 'e': 0.014378420228944198}",30,16,-15.447232692760975,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
710,False,"{'a': 0.025751750630039063, 'e': 0.014306528127799478}",30,12,20.206301517312472,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.025622991876888865, 'e': 0.01423499548716048}",25,0,37.75579884740976,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
712,False,"{'a': 0.02549487691750442, 'e': 0.014163820509724678}",20,12,16.923048294455818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.0253674025329169, 'e': 0.014093001407176054}",25,7,-12.021832711916995,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
714,False,"{'a': 0.025240565520252313, 'e': 0.014022536400140173}",20,11,17.220138172737215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.025114362692651052, 'e': 0.013952423718139473}",25,19,11.65961746274472,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.0249887908791878, 'e': 0.013882661599548776}",20,8,19.279646407960517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.024863846924791856, 'e': 0.013813248291551032}",20,3,28.145386790140865,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.024739527690167896, 'e': 0.013744182050093276}",25,15,17.271435156082294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.02461583005171706, 'e': 0.01367546113984281}",25,4,34.54890527175634,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.02449275090145847, 'e': 0.013607083834143595}",25,4,34.91946968811571,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.02437028714695118, 'e': 0.013539048414972879}",25,14,19.26637230824243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.024248435711216425, 'e': 0.013471353172898014}",20,8,1.9033132481464794,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
723,False,"{'a': 0.02412719353266034, 'e': 0.013403996407033523}",25,7,27.522093401729947,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.024006557564997043, 'e': 0.013336976424998356}",25,13,18.701455889020085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.023886524777172055, 'e': 0.013270291542873364}",35,21,24.420994052232356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.023767092153286196, 'e': 0.013203940085158997}",30,12,28.80647618478971,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.023648256692519763, 'e': 0.013137920384733201}",25,7,24.27627009487776,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.023530015409057168, 'e': 0.013072230782809537}",30,0,45.53247807281185,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.02341236533201188, 'e': 0.013006869628895489}",20,13,14.621194199027935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.02329530350535182, 'e': 0.01294183528075101}",20,0,34.4278238640816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
731,False,"{'a': 0.02317882698782506, 'e': 0.012877126104347256}",20,6,25.910422595489997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.023062932852885933, 'e': 0.012812740473825518}",25,10,25.361304274065773,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.022947618188621507, 'e': 0.012748676771456392}",35,25,10.735822469504221,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.022832880097678396, 'e': 0.01268493338759911}",30,11,30.275302295732217,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.022718715697190008, 'e': 0.012621508720661114}",30,12,27.119995192084126,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.022605122118704055, 'e': 0.012558401177057808}",25,14,-4.941516847372722,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
737,False,"{'a': 0.022492096508110532, 'e': 0.012495609171172518}",35,23,22.41387768777989,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.02237963602556998, 'e': 0.012433131125316656}",30,19,19.760503987829566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.022267737845442132, 'e': 0.012370965469690073}",30,22,14.850149337107947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.02215639915621492, 'e': 0.012309110642341622}",35,17,29.533799951285367,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.022045617160433847, 'e': 0.012247565089129914}",20,11,18.6049649078642,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.02193538907463168, 'e': 0.012186327263684266}",25,0,40.77180477729275,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
743,False,"{'a': 0.02182571212925852, 'e': 0.012125395627365844}",20,11,-3.9514417908780635,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
744,False,"{'a': 0.021716583568612228, 'e': 0.012064768649229014}",30,23,12.70408237457455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.021608000650769163, 'e': 0.012004444805982869}",20,11,18.102936172560877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.021499960647515318, 'e': 0.011944422581952954}",20,0,22.917734793981605,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
747,False,"{'a': 0.02139246084427774, 'e': 0.01188470046904319}",20,6,26.40249218767211,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.021285498540056354, 'e': 0.011825276966697974}",25,13,16.64584526739212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.02117907104735607, 'e': 0.011766150581864483}",20,0,-12.677155533462154,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
750,False,"{'a': 0.021073175692119292, 'e': 0.011707319828955162}",20,10,17.7402024386228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.020967809813658693, 'e': 0.011648783229810385}",30,19,20.706773322901903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.0208629707645904, 'e': 0.011590539313661333}",25,12,21.85086485704594,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.02075865591076745, 'e': 0.011532586617093027}",20,15,11.274050351100644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.020654862631213612, 'e': 0.011474923684007562}",30,22,14.397338244060538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.020551588318057545, 'e': 0.011417549065587524}",20,2,27.27554393865208,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.020448830376467258, 'e': 0.011360461320259587}",20,11,19.707846864914746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.02034658622458492, 'e': 0.011303659013658289}",20,3,33.88922229636281,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.020244853293461994, 'e': 0.011247140718589997}",20,8,20.7823161248495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.020143629026994684, 'e': 0.011190905014997046}",20,8,23.10847077229754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.02004291088185971, 'e': 0.01113495048992206}",25,9,28.61101985076231,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.019942696327450413, 'e': 0.01107927573747245}",20,13,13.949172810925607,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.01984298284581316, 'e': 0.011023879358785089}",25,11,25.65754258592202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.019743767931584093, 'e': 0.010968759961991164}",30,21,10.694404953815141,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.019645049091926173, 'e': 0.010913916162181207}",25,14,22.60581446736366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.019546823846466544, 'e': 0.010859346581370301}",25,3,31.960810295320783,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.01944908972723421, 'e': 0.01080504984846345}",20,14,11.534508206401227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.01935184427859804, 'e': 0.010751024599221132}",25,15,19.11229348929434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.019255085057205048, 'e': 0.010697269476225027}",30,20,16.228385069508576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.019158809631919023, 'e': 0.010643783128843901}",25,11,21.221281247732115,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.01906301558375943, 'e': 0.010590564213199682}",25,7,31.442246252580468,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.01896770050584063, 'e': 0.010537611392133684}",25,8,28.241093700469097,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.018872862003311428, 'e': 0.010484923335173015}",25,0,37.376757518196385,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.01877849769329487, 'e': 0.01043249871849715}",20,11,16.56912769718862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.018684605204828397, 'e': 0.010380336224904665}",20,14,12.306597467375148,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.018591182178804254, 'e': 0.010328434543780142}",25,17,16.991697507212812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.018498226267910235, 'e': 0.01027679237106124}",20,9,21.530720745467956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.01840573513657068, 'e': 0.010225408409205933}",20,8,22.595779698440346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.018313706460887827, 'e': 0.010174281367159903}",35,6,47.97929319787406,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.01822213792858339, 'e': 0.010123409960324105}",20,7,20.774657459669235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.018131027238940473, 'e': 0.010072792910522484}",25,9,21.923243198303258,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.01804037210274577, 'e': 0.010022428945969872}",20,7,9.88423414503282,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.01795017024223204, 'e': 0.009972316801240022}",20,2,22.750782755250277,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.017860419391020878, 'e': 0.009922455217233821}",20,8,14.27834981818068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.017771117294065775, 'e': 0.009872842941147653}",25,13,23.827261627359594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.017682261707595445, 'e': 0.009823478726441914}",25,6,28.440006488935023,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.017593850399057472, 'e': 0.009774361332809706}",35,15,37.090617468010564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.017505881147062183, 'e': 0.009725489526145657}",20,9,20.949340127557342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.017418351741326873, 'e': 0.009676862078514929}",25,4,41.998223876843085,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.017331259982620237, 'e': 0.009628477768122354}",25,0,37.326955016953804,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
790,False,"{'a': 0.017244603682707135, 'e': 0.009580335379281742}",20,6,21.997189260183937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.017158380664293597, 'e': 0.009532433702385332}",35,17,27.607328748161763,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.017072588760972132, 'e': 0.009484771533873407}",20,15,10.62419386691031,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.016987225817167273, 'e': 0.00943734767620404}",25,11,23.39834241040057,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.016902289688081433, 'e': 0.009390160937823019}",30,4,39.78592396485312,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.016817778239641028, 'e': 0.009343210133133904}",20,11,16.166736216475922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.016733689348442823, 'e': 0.009296494082468234}",30,19,19.866392980900407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.016650020901700608, 'e': 0.009250011612055893}",20,2,22.866318225438032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.016566770797192102, 'e': 0.009203761553995613}",25,10,24.716195771710698,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.016483936943206143, 'e': 0.009157742746225635}",25,13,20.822067596178798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.016401517258490112, 'e': 0.009111954032494507}",30,0,43.66854848270274,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
801,False,"{'a': 0.01631950967219766, 'e': 0.009066394262332035}",20,10,20.149957930775372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.016237912123836674, 'e': 0.009021062291020374}",25,11,21.812185235077504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.016156722563217492, 'e': 0.008975956979565273}",20,6,13.818906554637044,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
804,False,"{'a': 0.016075938950401405, 'e': 0.008931077194667446}",20,1,31.84241471203966,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
